case_id,State abv.,Metro,Areaname,County,Family,Housing,Food,Transportation,Healthcare,Other Necessities ,Childcare,Taxes,Total,median_family_income,num_counties_in_st,st_cost_rank,st_med_aff_rank,st_income_rank
1356,MN,0,"Douglas County, MN",Douglas County,2p2c,"$9,000","$8,725","$14,948","$13,969","$6,422","$11,275","$6,303","$70,642"," 81,914 ", 87 , 83 , 83 , 24 
1357,MN,0,"Faribault County, MN",Faribault County,2p2c,"$8,808","$9,055","$15,265","$15,638","$6,472","$11,222","$6,992","$73,452"," 71,687 ", 87 , 41 , 40 , 61 
1358,MN,1,"Fillmore County, MN HUD Metro FMR Area",Fillmore County,2p2c,"$8,808","$10,104","$15,576","$16,966","$6,853","$18,020","$10,041","$86,367"," 80,158 ", 87 , 22 , 19 , 31 
1359,MN,0,"Freeborn County, MN",Freeborn County,2p2c,"$8,808","$9,714","$14,504","$16,819","$6,711","$11,193","$7,404","$75,154"," 66,022 ", 87 , 30 , 4 , 82 
1360,MN,0,"Goodhue County, MN",Goodhue County,2p2c,"$9,024","$8,815","$14,856","$16,819","$6,464","$11,496","$7,316","$74,789"," 89,453 ", 87 , 34 , 86 , 13 
1361,MN,0,"Grant County, MN",Grant County,2p2c,"$8,808","$8,605","$15,539","$13,969","$6,309","$11,351","$6,382","$70,964"," 68,156 ", 87 , 80 , 30 , 74 
1362,MN,1,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Hennepin County,2p2c,"$16,122","$10,824","$13,462","$12,487","$9,764","$24,434","$13,353","$100,445"," 108,345 ", 87 , 5 , 72 , 4 
1363,MN,1,"La Crosse-Onalaska, WI-MN MSA",Houston County,2p2c,"$9,162","$9,714","$15,340","$16,966","$6,840","$18,768","$10,180","$86,970"," 79,818 ", 87 , 19 , 17 , 32 
1364,MN,0,"Hubbard County, MN",Hubbard County,2p2c,"$8,808","$9,774","$15,565","$13,236","$6,733","$11,170","$6,612","$71,898"," 69,953 ", 87 , 66 , 38 , 70 
1365,MN,1,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Isanti County,2p2c,"$14,474","$8,905","$16,008","$13,383","$8,471","$23,068","$12,330","$96,639"," 86,892 ", 87 , 8 , 11 , 17 
1366,MN,0,"Itasca County, MN",Itasca County,2p2c,"$9,552","$8,095","$15,278","$15,434","$6,394","$11,378","$6,886","$73,017"," 70,709 ", 87 , 51 , 33 , 67 
1367,MN,0,"Jackson County, MN",Jackson County,2p2c,"$8,808","$9,145","$15,359","$15,475","$6,505","$11,030","$6,947","$73,269"," 74,730 ", 87 , 47 , 56 , 46 
1368,MN,0,"Kanabec County, MN",Kanabec County,2p2c,"$9,840","$9,504","$15,132","$13,236","$7,009","$11,677","$6,972","$73,371"," 71,166 ", 87 , 45 , 34 , 63 
1369,MN,0,"Kandiyohi County, MN",Kandiyohi County,2p2c,"$8,928","$8,575","$14,783","$14,824","$6,342","$11,646","$6,551","$71,648"," 74,805 ", 87 , 71 , 61 , 45 
1370,MN,0,"Kittson County, MN",Kittson County,2p2c,"$8,808","$9,474","$15,544","$14,213","$6,624","$11,038","$6,747","$72,448"," 76,783 ", 87 , 61 , 66 , 43 
1371,MN,0,"Koochiching County, MN",Koochiching County,2p2c,"$8,808","$9,175","$14,912","$15,434","$6,516","$11,170","$6,848","$72,863"," 66,321 ", 87 , 55 , 13 , 80 
1372,MN,0,"Lac qui Parle County, MN",Lac qui Parle County,2p2c,"$8,808","$9,534","$15,469","$14,824","$6,646","$11,137","$6,978","$73,396"," 70,158 ", 87 , 43 , 28 , 69 
1373,MN,0,"Lake County, MN",Lake County,2p2c,"$8,808","$9,384","$15,274","$15,434","$6,592","$11,147","$7,049","$73,689"," 73,791 ", 87 , 39 , 50 , 49 
1374,MN,0,"Lake of the Woods County, MN",Lake of the Woods County,2p2c,"$9,036","$9,324","$15,796","$15,434","$6,653","$11,224","$7,314","$74,781"," 66,348 ", 87 , 35 , 7 , 79 
1375,MN,1,"Le Sueur County, MN HUD Metro FMR Area",Le Sueur County,2p2c,"$11,220","$12,143","$15,429","$15,785","$8,465","$20,149","$11,993","$95,184"," 90,170 ", 87 , 12 , 27 , 12 
1376,MN,0,"Lincoln County, MN",Lincoln County,2p2c,"$8,808","$9,684","$15,856","$15,475","$6,700","$11,082","$7,358","$74,964"," 72,713 ", 87 , 31 , 35 , 54 
1377,MN,0,"Lyon County, MN",Lyon County,2p2c,"$8,808","$9,414","$13,952","$14,824","$6,603","$11,465","$6,541","$71,607"," 76,808 ", 87 , 72 , 70 , 42 
1378,MN,0,"McLeod County, MN",McLeod County,2p2c,"$8,964","$8,845","$14,813","$14,824","$6,453","$11,653","$6,698","$72,250"," 82,054 ", 87 , 64 , 82 , 23 
1379,MN,0,"Mahnomen County, MN",Mahnomen County,2p2c,"$8,808","$9,474","$15,112","$14,213","$6,624","$11,030","$6,604","$71,866"," 55,192 ", 87 , 67 , 2 , 87 
1380,MN,0,"Marshall County, MN",Marshall County,2p2c,"$8,808","$9,384","$15,638","$14,213","$6,592","$11,465","$6,876","$72,976"," 78,226 ", 87 , 53 , 69 , 38 
1381,MN,0,"Martin County, MN",Martin County,2p2c,"$8,808","$9,115","$14,774","$15,638","$6,494","$11,147","$6,836","$72,811"," 70,716 ", 87 , 58 , 36 , 66 
1382,MN,0,"Meeker County, MN",Meeker County,2p2c,"$9,060","$9,624","$15,266","$14,824","$6,770","$11,302","$7,116","$73,962"," 80,454 ", 87 , 38 , 74 , 30 
1383,MN,1,"Mille Lacs County, MN HUD Metro FMR Area",Mille Lacs County,2p2c,"$11,232","$9,414","$14,864","$13,383","$7,481","$20,383","$10,170","$86,926"," 66,148 ", 87 , 20 , 1 , 81 
1384,MN,0,"Morrison County, MN",Morrison County,2p2c,"$8,808","$8,305","$15,199","$13,236","$6,201","$11,304","$5,878","$68,930"," 72,480 ", 87 , 87 , 64 , 56 
1385,MN,0,"Mower County, MN",Mower County,2p2c,"$9,252","$8,245","$14,264","$16,819","$6,340","$11,553","$6,996","$73,468"," 72,581 ", 87 , 40 , 43 , 55 
1386,MN,0,"Murray County, MN",Murray County,2p2c,"$8,808","$9,055","$15,912","$15,475","$6,472","$11,317","$7,177","$74,217"," 78,937 ", 87 , 37 , 68 , 35 
1387,MN,1,"Mankato-North Mankato, MN MSA",Nicollet County,2p2c,"$11,058","$11,393","$14,626","$15,785","$8,135","$20,379","$11,480","$92,857"," 86,135 ", 87 , 14 , 18 , 19 
1388,MN,0,"Nobles County, MN",Nobles County,2p2c,"$8,808","$8,485","$14,710","$15,475","$6,266","$11,144","$6,482","$71,371"," 68,443 ", 87 , 77 , 29 , 72 
1389,MN,0,"Norman County, MN",Norman County,2p2c,"$8,808","$9,654","$15,632","$14,213","$6,690","$11,115","$6,880","$72,992"," 72,256 ", 87 , 52 , 45 , 58 
1390,MN,1,"Rochester, MN HUD Metro FMR Area",Olmsted County,2p2c,"$12,480","$9,354","$14,978","$16,966","$7,911","$21,644","$12,033","$95,366"," 99,778 ", 87 , 11 , 62 , 8 
1391,MN,0,"Otter Tail County, MN",Otter Tail County,2p2c,"$8,808","$8,065","$15,100","$13,969","$6,114","$11,121","$5,919","$69,095"," 75,377 ", 87 , 86 , 76 , 44 
1392,MN,0,"Pennington County, MN",Pennington County,2p2c,"$8,808","$9,384","$14,401","$14,213","$6,592","$11,115","$6,360","$70,873"," 76,960 ", 87 , 81 , 73 , 40 
1393,MN,0,"Pine County, MN",Pine County,2p2c,"$9,660","$9,324","$15,307","$13,236","$6,879","$11,570","$6,836","$72,811"," 68,106 ", 87 , 57 , 23 , 75 
1394,MN,0,"Pipestone County, MN",Pipestone County,2p2c,"$8,808","$8,905","$15,035","$15,475","$6,418","$11,254","$6,809","$72,704"," 71,230 ", 87 , 60 , 41 , 62 
1395,MN,1,"Grand Forks, ND-MN MSA",Polk County,2p2c,"$9,428","$9,744","$15,171","$14,360","$6,947","$19,067","$9,558","$84,274"," 84,836 ", 87 , 25 , 52 , 20 
1396,MN,0,"Pope County, MN",Pope County,2p2c,"$8,808","$9,085","$15,527","$13,969","$6,483","$11,235","$6,553","$71,659"," 81,070 ", 87 , 70 , 80 , 26 
1397,MN,1,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Ramsey County,2p2c,"$14,304","$10,134","$13,293","$12,487","$8,855","$22,927","$11,656","$93,656"," 88,228 ", 87 , 13 , 26 , 15 
1398,MN,0,"Red Lake County, MN",Red Lake County,2p2c,"$8,808","$9,534","$15,927","$14,213","$6,646","$11,317","$6,987","$73,433"," 78,917 ", 87 , 42 , 71 , 36 
1399,MN,0,"Redwood County, MN",Redwood County,2p2c,"$8,808","$8,905","$15,213","$15,475","$6,418","$11,449","$6,930","$73,197"," 70,874 ", 87 , 49 , 32 , 65 
1400,MN,0,"Renville County, MN",Renville County,2p2c,"$8,808","$8,905","$15,699","$14,824","$6,418","$11,301","$6,828","$72,782"," 72,783 ", 87 , 59 , 49 , 53 
1401,MN,0,"Rice County, MN",Rice County,2p2c,"$10,848","$8,725","$14,773","$15,638","$7,092","$12,260","$7,904","$77,240"," 86,470 ", 87 , 29 , 79 , 18 
1402,MN,0,"Rock County, MN",Rock County,2p2c,"$8,808","$8,755","$14,767","$15,475","$6,364","$11,077","$6,599","$71,844"," 71,805 ", 87 , 68 , 48 , 60 
1403,MN,0,"Roseau County, MN",Roseau County,2p2c,"$8,808","$9,384","$14,953","$13,236","$6,592","$11,030","$6,192","$70,195"," 77,624 ", 87 , 84 , 77 , 39 
1404,MN,1,"Duluth, MN-WI MSA",St. Louis County,2p2c,"$10,611","$9,534","$14,008","$15,581","$7,299","$19,499","$10,103","$86,636"," 78,970 ", 87 , 21 , 14 , 34 
1405,MN,1,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Scott County,2p2c,"$16,619","$9,714","$15,471","$12,487","$9,542","$24,846","$13,946","$102,625"," 119,937 ", 87 , 3 , 84 , 2 
1406,MN,1,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Sherburne County,2p2c,"$14,134","$9,714","$16,036","$12,487","$8,641","$22,786","$12,164","$95,961"," 100,044 ", 87 , 9 , 60 , 7 
1407,MN,1,"Sibley County, MN HUD Metro FMR Area",Sibley County,2p2c,"$9,696","$9,684","$15,643","$14,971","$7,022","$18,674","$9,851","$85,541"," 78,502 ", 87 , 24 , 16 , 37 
1408,MN,1,"St. Cloud, MN MSA",Stearns County,2p2c,"$10,017","$9,294","$14,501","$12,487","$6,997","$19,397","$8,944","$81,638"," 80,761 ", 87 , 27 , 44 , 28 
1409,MN,0,"Steele County, MN",Steele County,2p2c,"$9,168","$8,755","$14,554","$16,819","$6,494","$11,772","$7,344","$74,906"," 83,826 ", 87 , 32 , 78 , 21 
1410,MN,0,"Stevens County, MN",Stevens County,2p2c,"$8,808","$8,875","$15,324","$13,969","$6,407","$11,537","$6,493","$71,413"," 89,385 ", 87 , 76 , 87 , 14 
1411,MN,0,"Swift County, MN",Swift County,2p2c,"$8,808","$8,815","$15,075","$14,824","$6,385","$11,113","$6,525","$71,544"," 66,829 ", 87 , 73 , 22 , 77 
1412,MN,0,"Todd County, MN",Todd County,2p2c,"$8,808","$9,864","$15,453","$13,236","$6,766","$11,036","$6,572","$71,735"," 67,228 ", 87 , 69 , 25 , 76 
1413,MN,0,"Traverse County, MN",Traverse County,2p2c,"$8,808","$9,624","$15,393","$13,969","$6,679","$11,115","$6,710","$72,298"," 70,555 ", 87 , 63 , 39 , 68 
1414,MN,1,"Wabasha County, MN HUD Metro FMR Area",Wabasha County,2p2c,"$8,808","$11,093","$15,193","$16,966","$7,211","$18,501","$10,461","$88,233"," 82,619 ", 87 , 17 , 24 , 22 
1415,MN,0,"Wadena County, MN",Wadena County,2p2c,"$8,808","$8,965","$14,986","$13,236","$6,440","$11,262","$6,091","$69,786"," 59,177 ", 87 , 85 , 3 , 86 
1416,MN,0,"Waseca County, MN",Waseca County,2p2c,"$8,808","$9,055","$14,896","$15,638","$6,472","$11,319","$6,904","$73,091"," 73,051 ", 87 , 50 , 47 , 52 
1417,MN,1,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Washington County,2p2c,"$18,565","$9,804","$15,053","$12,487","$10,279","$26,459","$15,459","$108,106"," 117,615 ", 87 , 1 , 75 , 3 
1418,MN,0,"Watonwan County, MN",Watonwan County,2p2c,"$8,808","$9,085","$14,955","$15,638","$6,483","$11,321","$6,937","$73,227"," 71,126 ", 87 , 48 , 37 , 64 
1419,MN,0,"Wilkin County, MN",Wilkin County,2p2c,"$8,808","$9,534","$15,091","$13,969","$6,646","$11,582","$6,723","$72,353"," 76,825 ", 87 , 62 , 67 , 41 
1420,MN,0,"Winona County, MN",Winona County,2p2c,"$9,180","$10,494","$14,531","$16,819","$7,129","$11,430","$7,981","$77,563"," 80,799 ", 87 , 28 , 59 , 27 
1421,MN,1,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Wright County,2p2c,"$13,764","$10,314","$15,898","$12,487","$8,724","$22,479","$12,127","$95,794"," 101,387 ", 87 , 10 , 65 , 6 
1422,MN,0,"Yellow Medicine County, MN",Yellow Medicine County,2p2c,"$8,808","$9,444","$15,550","$14,824","$6,614","$11,145","$6,967","$73,353"," 73,488 ", 87 , 46 , 51 , 51 
1423,MS,0,"Adams County, MS",Adams County,2p2c,"$8,208","$9,145","$13,549","$17,674","$6,288","$4,069","$5,730","$64,663"," 40,566 ", 82 , 71 , 13 , 71 
1424,MS,0,"Alcorn County, MS",Alcorn County,2p2c,"$8,208","$8,185","$13,731","$17,674","$5,940","$4,137","$5,424","$63,300"," 54,692 ", 82 , 82 , 62 , 29 
1425,MS,0,"Amite County, MS",Amite County,2p2c,"$8,232","$9,444","$14,734","$17,674","$6,405","$4,024","$6,174","$66,687"," 47,401 ", 82 , 31 , 26 , 56 
1426,MS,0,"Attala County, MS",Attala County,2p2c,"$8,208","$9,504","$14,094","$17,674","$6,418","$4,160","$6,020","$66,078"," 47,172 ", 82 , 38 , 27 , 57 
1427,MS,1,"Benton County, MS HUD Metro FMR Area",Benton County,2p2c,"$8,208","$8,965","$14,821","$17,535","$6,222","$7,660","$6,540","$69,951"," 47,849 ", 82 , 15 , 19 , 54 
1428,MS,0,"Bolivar County, MS",Bolivar County,2p2c,"$8,460","$9,115","$13,395","$17,674","$6,368","$4,063","$5,771","$64,846"," 41,027 ", 82 , 68 , 15 , 69 
1429,MS,0,"Calhoun County, MS",Calhoun County,2p2c,"$8,208","$9,294","$14,265","$17,674","$6,342","$4,179","$5,989","$65,952"," 46,742 ", 82 , 42 , 24 , 60 
1430,MS,0,"Carroll County, MS",Carroll County,2p2c,"$8,232","$9,145","$14,718","$17,674","$6,296","$4,024","$6,057","$66,146"," 67,183 ", 82 , 35 , 79 , 8 
1431,MS,0,"Chickasaw County, MS",Chickasaw County,2p2c,"$8,208","$9,025","$13,995","$17,674","$6,244","$4,060","$5,807","$65,013"," 47,624 ", 82 , 66 , 32 , 55 
1432,MS,0,"Choctaw County, MS",Choctaw County,2p2c,"$8,844","$9,654","$14,564","$17,674","$6,703","$4,148","$6,440","$68,028"," 54,230 ", 82 , 20 , 49 , 32 
1433,MS,0,"Claiborne County, MS",Claiborne County,2p2c,"$8,208","$9,444","$13,746","$17,674","$6,396","$4,008","$5,893","$65,370"," 29,844 ", 82 , 59 , 1 , 82 
1434,MS,0,"Clarke County, MS",Clarke County,2p2c,"$8,208","$8,935","$14,486","$17,674","$6,211","$4,008","$5,906","$65,428"," 59,784 ", 82 , 57 , 72 , 14 
1435,MS,0,"Clay County, MS",Clay County,2p2c,"$8,208","$9,594","$13,829","$17,674","$6,450","$4,165","$5,981","$65,902"," 43,735 ", 82 , 44 , 17 , 67 
1436,MS,0,"Coahoma County, MS",Coahoma County,2p2c,"$8,208","$9,294","$12,950","$17,674","$6,342","$4,008","$5,618","$64,095"," 37,577 ", 82 , 78 , 7 , 77 
1437,MS,1,"Jackson, MS HUD Metro FMR Area",Copiah County,2p2c,"$9,127","$8,725","$15,215","$17,391","$6,469","$7,806","$6,900","$71,633"," 53,943 ", 82 , 11 , 37 , 33 
1438,MS,0,"Covington County, MS",Covington County,2p2c,"$8,388","$9,175","$14,487","$17,674","$6,364","$4,073","$6,067","$66,228"," 45,023 ", 82 , 33 , 18 , 64 
1439,MS,1,"Memphis, TN-MS-AR HUD Metro FMR Area",DeSoto County,2p2c,"$12,335","$8,875","$14,718","$16,888","$7,685","$9,392","$8,294","$78,187"," 81,191 ", 82 , 3 , 80 , 2 
1440,MS,1,"Hattiesburg, MS MSA",Forrest County,2p2c,"$9,588","$10,014","$13,109","$17,607","$7,103","$8,064","$7,105","$72,589"," 52,137 ", 82 , 8 , 28 , 37 
1441,MS,0,"Franklin County, MS",Franklin County,2p2c,"$8,208","$8,995","$14,467","$17,674","$6,233","$4,019","$5,923","$65,519"," 52,104 ", 82 , 53 , 48 , 38 
1442,MS,0,"George County, MS",George County,2p2c,"$8,688","$8,845","$15,598","$17,172","$6,353","$4,224","$6,230","$67,110"," 58,203 ", 82 , 23 , 63 , 22 
1443,MS,0,"Greene County, MS",Greene County,2p2c,"$8,244","$9,504","$14,839","$17,710","$6,431","$4,027","$6,239","$66,995"," 61,551 ", 82 , 27 , 73 , 12 
1444,MS,0,"Grenada County, MS",Grenada County,2p2c,"$8,208","$9,594","$14,054","$17,674","$6,450","$4,008","$6,033","$66,023"," 51,012 ", 82 , 40 , 44 , 43 
1445,MS,1,"Gulfport-Biloxi, MS HUD Metro FMR Area",Hancock County,2p2c,"$9,282","$9,804","$13,772","$17,068","$6,916","$8,147","$6,970","$71,957"," 59,719 ", 82 , 9 , 56 , 15 
1446,MS,1,"Gulfport-Biloxi, MS HUD Metro FMR Area",Harrison County,2p2c,"$9,773","$9,594","$12,991","$17,068","$7,018","$8,364","$6,921","$71,729"," 59,113 ", 82 , 10 , 55 , 17 
1447,MS,1,"Jackson, MS HUD Metro FMR Area",Hinds County,2p2c,"$10,821","$9,774","$13,832","$17,391","$7,462","$8,504","$7,727","$75,511"," 58,186 ", 82 , 6 , 43 , 23 
1448,MS,0,"Holmes County, MS",Holmes County,2p2c,"$8,208","$9,744","$13,502","$17,674","$6,505","$4,092","$5,943","$65,669"," 30,768 ", 82 , 48 , 2 , 81 
1449,MS,0,"Humphreys County, MS",Humphreys County,2p2c,"$8,208","$9,085","$13,465","$17,674","$6,266","$4,071","$5,685","$64,455"," 35,686 ", 82 , 77 , 4 , 79 
1450,MS,0,"Issaquena County, MS",Issaquena County,2p2c,"$8,208","$9,324","$14,085","$17,674","$6,353","$4,019","$5,942","$65,605"," 50,343 ", 82 , 51 , 42 , 45 
1451,MS,0,"Itawamba County, MS",Itawamba County,2p2c,"$8,208","$8,965","$14,414","$17,639","$6,222","$4,025","$5,888","$65,361"," 54,613 ", 82 , 60 , 57 , 30 
1452,MS,1,"Pascagoula, MS HUD Metro FMR Area",Jackson County,2p2c,"$9,648","$10,014","$14,467","$17,068","$7,124","$8,455","$7,455","$74,231"," 67,562 ", 82 , 7 , 71 , 7 
1453,MS,0,"Jasper County, MS",Jasper County,2p2c,"$8,232","$8,815","$14,534","$17,674","$6,177","$4,024","$5,884","$65,339"," 48,201 ", 82 , 61 , 34 , 50 
1454,MS,0,"Jefferson County, MS",Jefferson County,2p2c,"$8,208","$9,055","$13,531","$17,674","$6,255","$4,083","$5,693","$64,499"," 30,972 ", 82 , 73 , 3 , 80 
1455,MS,0,"Jefferson Davis County, MS",Jefferson Davis County,2p2c,"$8,208","$8,995","$14,368","$17,674","$6,233","$4,057","$5,898","$65,433"," 48,967 ", 82 , 56 , 35 , 49 
1456,MS,0,"Jones County, MS",Jones County,2p2c,"$8,748","$9,175","$13,917","$17,710","$6,494","$4,127","$6,058","$66,228"," 54,430 ", 82 , 32 , 53 , 31 
1457,MS,0,"Kemper County, MS",Kemper County,2p2c,"$8,208","$9,175","$14,680","$17,674","$6,298","$4,023","$6,049","$66,107"," 38,361 ", 82 , 37 , 6 , 75 
1458,MS,0,"Lafayette County, MS",Lafayette County,2p2c,"$11,832","$11,273","$14,501","$17,674","$8,372","$4,813","$8,159","$76,624"," 73,548 ", 82 , 4 , 74 , 5 
1459,MS,1,"Hattiesburg, MS MSA",Lamar County,2p2c,"$11,498","$9,324","$13,739","$17,607","$7,545","$8,865","$7,941","$76,519"," 80,898 ", 82 , 5 , 81 , 3 
1460,MS,0,"Lauderdale County, MS",Lauderdale County,2p2c,"$9,144","$9,025","$13,323","$17,674","$6,583","$4,214","$5,982","$65,944"," 53,560 ", 82 , 43 , 51 , 34 
1461,MS,0,"Lawrence County, MS",Lawrence County,2p2c,"$9,096","$8,755","$14,699","$17,674","$6,468","$4,215","$6,240","$67,148"," 58,840 ", 82 , 22 , 65 , 18 
1462,MS,0,"Leake County, MS",Leake County,2p2c,"$8,208","$8,605","$14,312","$17,674","$6,092","$4,097","$5,740","$64,728"," 50,815 ", 82 , 70 , 47 , 44 
1463,MS,0,"Lee County, MS",Lee County,2p2c,"$9,456","$8,515","$14,377","$17,639","$6,512","$4,383","$6,197","$67,078"," 64,793 ", 82 , 24 , 76 , 9 
1464,MS,0,"Leflore County, MS",Leflore County,2p2c,"$8,208","$9,055","$12,975","$17,674","$6,255","$4,008","$5,535","$63,710"," 37,622 ", 82 , 79 , 8 , 76 
1465,MS,0,"Lincoln County, MS",Lincoln County,2p2c,"$8,388","$9,205","$13,907","$17,674","$6,374","$4,232","$5,928","$65,708"," 59,594 ", 82 , 47 , 70 , 16 
1466,MS,0,"Lowndes County, MS",Lowndes County,2p2c,"$8,772","$9,744","$13,515","$17,674","$6,709","$4,371","$6,173","$66,960"," 64,447 ", 82 , 28 , 75 , 10 
1467,MS,1,"Jackson, MS HUD Metro FMR Area",Madison County,2p2c,"$11,705","$10,104","$14,668","$17,391","$7,902","$8,869","$8,494","$79,133"," 92,596 ", 82 , 2 , 82 , 1 
1468,MS,0,"Marion County, MS",Marion County,2p2c,"$8,460","$8,905","$14,185","$17,674","$6,292","$4,063","$5,909","$65,488"," 48,156 ", 82 , 54 , 33 , 51 
1469,MS,1,"Marshall County, MS HUD Metro FMR Area",Marshall County,2p2c,"$8,412","$8,035","$14,173","$16,888","$5,959","$7,657","$5,914","$67,038"," 51,422 ", 82 , 25 , 41 , 42 
1470,MS,0,"Monroe County, MS",Monroe County,2p2c,"$8,208","$9,085","$13,964","$17,674","$6,266","$4,094","$5,823","$65,114"," 57,514 ", 82 , 63 , 66 , 25 
1471,MS,0,"Montgomery County, MS",Montgomery County,2p2c,"$8,208","$9,205","$14,176","$17,674","$6,309","$4,137","$5,929","$65,638"," 48,022 ", 82 , 50 , 31 , 53 
1472,MS,0,"Neshoba County, MS",Neshoba County,2p2c,"$8,208","$9,025","$14,375","$17,674","$6,244","$4,008","$5,909","$65,443"," 49,442 ", 82 , 55 , 38 , 48 
1473,MS,0,"Newton County, MS",Newton County,2p2c,"$8,424","$8,155","$14,487","$17,674","$6,007","$4,122","$5,702","$64,572"," 46,843 ", 82 , 72 , 29 , 58 
1474,MS,0,"Noxubee County, MS",Noxubee County,2p2c,"$8,208","$9,594","$13,876","$17,674","$6,450","$4,060","$5,988","$65,852"," 48,085 ", 82 , 45 , 30 , 52 
1475,MS,0,"Oktibbeha County, MS",Oktibbeha County,2p2c,"$9,672","$9,924","$13,911","$17,674","$7,100","$4,516","$6,691","$69,489"," 67,772 ", 82 , 17 , 77 , 6 
1476,MS,0,"Panola County, MS",Panola County,2p2c,"$8,292","$9,474","$14,075","$17,674","$6,437","$4,045","$6,028","$66,026"," 46,795 ", 82 , 39 , 25 , 59 
1477,MS,0,"Pearl River County, MS",Pearl River County,2p2c,"$9,432","$9,444","$14,271","$17,710","$6,840","$4,477","$6,530","$68,705"," 58,754 ", 82 , 18 , 60 , 19 
1478,MS,1,"Hattiesburg, MS MSA",Perry County,2p2c,"$7,541","$9,264","$14,687","$17,607","$6,089","$7,205","$6,262","$68,655"," 52,224 ", 82 , 19 , 40 , 36 
1479,MS,0,"Pike County, MS",Pike County,2p2c,"$8,424","$8,845","$13,515","$17,674","$6,257","$4,084","$5,691","$64,491"," 44,588 ", 82 , 74 , 22 , 66 
1480,MS,0,"Pontotoc County, MS",Pontotoc County,2p2c,"$8,208","$9,025","$14,195","$17,639","$6,244","$4,064","$5,853","$65,226"," 55,369 ", 82 , 62 , 59 , 27 
1481,MS,0,"Prentiss County, MS",Prentiss County,2p2c,"$8,208","$8,755","$13,948","$17,674","$6,146","$4,060","$5,694","$64,485"," 51,667 ", 82 , 75 , 50 , 41 
1482,MS,0,"Quitman County, MS",Quitman County,2p2c,"$8,208","$9,145","$13,848","$17,674","$6,288","$4,019","$5,810","$64,991"," 39,926 ", 82 , 67 , 10 , 73 
1483,MS,1,"Jackson, MS HUD Metro FMR Area",Rankin County,2p2c,"$12,240","$9,414","$14,707","$17,391","$7,846","$9,090","$8,508","$79,196"," 79,464 ", 82 , 1 , 78 , 4 
1484,MS,0,"Scott County, MS",Scott County,2p2c,"$8,208","$8,215","$13,974","$17,674","$5,951","$4,019","$5,496","$63,537"," 51,779 ", 82 , 80 , 52 , 39 
1485,MS,0,"Sharkey County, MS",Sharkey County,2p2c,"$8,208","$9,324","$13,570","$17,674","$6,353","$4,083","$5,804","$65,017"," 44,871 ", 82 , 65 , 20 , 65 
1486,MS,1,"Simpson County, MS HUD Metro FMR Area",Simpson County,2p2c,"$9,252","$8,695","$13,989","$17,391","$6,503","$8,108","$6,684","$70,622"," 52,858 ", 82 , 13 , 36 , 35 
1487,MS,0,"Smith County, MS",Smith County,2p2c,"$8,208","$9,085","$14,732","$17,674","$6,266","$4,019","$6,030","$66,013"," 59,868 ", 82 , 41 , 69 , 13 
1488,MS,0,"Stone County, MS",Stone County,2p2c,"$8,208","$9,924","$14,824","$17,172","$6,570","$4,076","$6,233","$67,007"," 55,192 ", 82 , 26 , 54 , 28 
1489,MS,0,"Sunflower County, MS",Sunflower County,2p2c,"$8,208","$8,695","$13,281","$17,674","$6,125","$4,028","$5,485","$63,497"," 39,091 ", 82 , 81 , 12 , 74 
1490,MS,0,"Tallahatchie County, MS",Tallahatchie County,2p2c,"$8,208","$9,115","$14,066","$17,674","$6,277","$4,209","$5,869","$65,418"," 40,236 ", 82 , 58 , 11 , 72 
1491,MS,1,"Tate County, MS HUD Metro FMR Area",Tate County,2p2c,"$8,268","$9,175","$15,163","$16,888","$6,320","$7,597","$6,540","$69,950"," 62,691 ", 82 , 16 , 67 , 11 
1492,MS,0,"Tippah County, MS",Tippah County,2p2c,"$8,208","$9,205","$14,181","$17,639","$6,309","$4,083","$5,917","$65,542"," 49,723 ", 82 , 52 , 39 , 47 
1493,MS,0,"Tishomingo County, MS",Tishomingo County,2p2c,"$8,208","$8,725","$14,214","$17,674","$6,135","$4,083","$5,757","$64,797"," 50,229 ", 82 , 69 , 46 , 46 
1494,MS,1,"Tunica County, MS HUD Metro FMR Area",Tunica County,2p2c,"$9,768","$9,294","$13,166","$16,888","$6,907","$7,989","$6,705","$70,718"," 42,713 ", 82 , 12 , 9 , 68 
1495,MS,0,"Union County, MS",Union County,2p2c,"$8,208","$9,145","$13,792","$17,639","$6,288","$4,206","$5,795","$65,071"," 58,447 ", 82 , 64 , 68 , 20 
1496,MS,0,"Walthall County, MS",Walthall County,2p2c,"$8,208","$9,025","$14,487","$17,674","$6,244","$4,083","$5,944","$65,665"," 45,585 ", 82 , 49 , 23 , 63 
1497,MS,0,"Warren County, MS",Warren County,2p2c,"$8,736","$9,594","$14,384","$17,495","$6,642","$4,367","$6,292","$67,510"," 57,817 ", 82 , 21 , 61 , 24 
